ugo_protein_id	search_database_header	species	gene_id	protein_id	raw_input_header	orthogroup	species_present_11	candidate_function	benchmark_module	candidate_tier	ugo_score	validation_priority_score	validation_priority_class	biological_discovery_case	suggested_validation_system	suggested_assay
UGOseq_000285923	UGOseq_000285923|species=Panicum_virgatum|gene=LOC120692648|protein=XP_039831961.1|orthogroup=OG0000273	Panicum_virgatum	LOC120692648	XP_039831961.1	Panicum_virgatum|gene=LOC120692648|protein=XP_039831961.1|len=356|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000286698	UGOseq_000286698|species=Panicum_virgatum|gene=LOC120693973|protein=XP_039833078.1|orthogroup=OG0003725	Panicum_virgatum	LOC120693973	XP_039833078.1	Panicum_virgatum|gene=LOC120693973|protein=XP_039833078.1|len=410|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000287667	UGOseq_000287667|species=Panicum_virgatum|gene=LOC120695296|protein=XP_039834516.1|orthogroup=OG0000154	Panicum_virgatum	LOC120695296	XP_039834516.1	Panicum_virgatum|gene=LOC120695296|protein=XP_039834516.1|len=482|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000288380	UGOseq_000288380|species=Panicum_virgatum|gene=LOC120696517|protein=XP_039835382.1|orthogroup=OG0003725	Panicum_virgatum	LOC120696517	XP_039835382.1	Panicum_virgatum|gene=LOC120696517|protein=XP_039835382.1|len=410|method=protein_to_gene	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000291673	UGOseq_000291673|species=Panicum_virgatum|gene=LOC120700592|protein=XP_039840776.1|orthogroup=OG0000154	Panicum_virgatum	LOC120700592	XP_039840776.1	Panicum_virgatum|gene=LOC120700592|protein=XP_039840776.1|len=482|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000291963	UGOseq_000291963|species=Panicum_virgatum|gene=LOC120700960|protein=XP_039841079.1|orthogroup=OG0000154	Panicum_virgatum	LOC120700960	XP_039841079.1	Panicum_virgatum|gene=LOC120700960|protein=XP_039841079.1|len=887|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000292091	UGOseq_000292091|species=Panicum_virgatum|gene=LOC120701128|protein=XP_039841214.1|orthogroup=OG0000154	Panicum_virgatum	LOC120701128	XP_039841214.1	Panicum_virgatum|gene=LOC120701128|protein=XP_039841214.1|len=223|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000292450	UGOseq_000292450|species=Panicum_virgatum|gene=LOC120701869|protein=XP_039841611.1|orthogroup=OG0000154	Panicum_virgatum	LOC120701869	XP_039841611.1	Panicum_virgatum|gene=LOC120701869|protein=XP_039841611.1|len=352|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000292535	UGOseq_000292535|species=Panicum_virgatum|gene=LOC120701979|protein=XP_039841698.1|orthogroup=OG0000154	Panicum_virgatum	LOC120701979	XP_039841698.1	Panicum_virgatum|gene=LOC120701979|protein=XP_039841698.1|len=230|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000296728	UGOseq_000296728|species=Panicum_virgatum|gene=LOC120707469|protein=XP_039848309.1|orthogroup=OG0000863	Panicum_virgatum	LOC120707469	XP_039848309.1	Panicum_virgatum|gene=LOC120707469|protein=XP_039848309.1|len=357|method=protein_to_gene	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000297063	UGOseq_000297063|species=Panicum_virgatum|gene=LOC120707866|protein=XP_039848855.1|orthogroup=OG0000273	Panicum_virgatum	LOC120707866	XP_039848855.1	Panicum_virgatum|gene=LOC120707866|protein=XP_039848855.1|len=296|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000297147	UGOseq_000297147|species=Panicum_virgatum|gene=LOC120707968|protein=XP_039848961.1|orthogroup=OG0006937	Panicum_virgatum	LOC120707968	XP_039848961.1	Panicum_virgatum|gene=LOC120707968|protein=XP_039848961.1|len=499|method=protein_to_gene	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
UGOseq_000297552	UGOseq_000297552|species=Panicum_virgatum|gene=LOC120708456|protein=XP_039849633.1|orthogroup=OG0000273	Panicum_virgatum	LOC120708456	XP_039849633.1	Panicum_virgatum|gene=LOC120708456|protein=XP_039849633.1|len=316|method=protein_to_gene	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000298553	UGOseq_000298553|species=Panicum_virgatum|gene=LOC120709666|protein=XP_039851272.1|orthogroup=OG0000154	Panicum_virgatum	LOC120709666	XP_039851272.1	Panicum_virgatum|gene=LOC120709666|protein=XP_039851272.1|len=244|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000301245	UGOseq_000301245|species=Panicum_virgatum|gene=LOC120713394|protein=XP_039855306.1|orthogroup=OG0000154	Panicum_virgatum	LOC120713394	XP_039855306.1	Panicum_virgatum|gene=LOC120713394|protein=XP_039855306.1|len=145|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000301274	UGOseq_000301274|species=Panicum_virgatum|gene=LOC120713438|protein=XP_039855335.1|orthogroup=OG0000154	Panicum_virgatum	LOC120713438	XP_039855335.1	Panicum_virgatum|gene=LOC120713438|protein=XP_039855335.1|len=155|method=protein_to_gene	OG0000154	4	XTH / xyloglucan cell-wall remodeling	Cell_wall_remodeling	Tier_A_plus_core_stable_with_lotus_or_ginger	1.0	0.791	Strong validation candidate	Cell-wall remodeling module	rhizome elongation or tuber/storage-organ expansion system	expression profiling across initiation/elongation stages; RNAi/CRISPR or overexpression in a tractable system
UGOseq_000302164	UGOseq_000302164|species=Solanum_tuberosum|gene=PGSC0003DMG400000525|protein=PGSC0003DMG400000525|orthogroup=OG0006937	Solanum_tuberosum	PGSC0003DMG400000525	PGSC0003DMG400000525	PGSC0003DMG400000525 species=Solanum_tuberosum selected_protein=PGSC0003DMT400001412 length=455	OG0006937	11	Carotenoid cleavage dioxygenase / hormone-related regulation	Hormone_regulation	Tier_B_no_new_lotus_ginger_support	1.0	0.89	Top validation-ready candidate	Hormone-related regulation module	storage-root/tuber or hormone-responsive underground-organ system	hormone-response expression analysis and candidate perturbation
UGOseq_000302656	UGOseq_000302656|species=Solanum_tuberosum|gene=PGSC0003DMG400001161|protein=PGSC0003DMG400001161|orthogroup=OG0000767	Solanum_tuberosum	PGSC0003DMG400001161	PGSC0003DMG400001161	PGSC0003DMG400001161 species=Solanum_tuberosum selected_protein=PGSC0003DMT400002963 length=598	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000302829	UGOseq_000302829|species=Solanum_tuberosum|gene=PGSC0003DMG400001375|protein=PGSC0003DMG400001375|orthogroup=OG0000863	Solanum_tuberosum	PGSC0003DMG400001375	PGSC0003DMG400001375	PGSC0003DMG400001375 species=Solanum_tuberosum selected_protein=PGSC0003DMT400003478 length=355	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000303292	UGOseq_000303292|species=Solanum_tuberosum|gene=PGSC0003DMG400001939|protein=PGSC0003DMG400001939|orthogroup=OG0000863	Solanum_tuberosum	PGSC0003DMG400001939	PGSC0003DMG400001939	PGSC0003DMG400001939 species=Solanum_tuberosum selected_protein=PGSC0003DMT400004878 length=363	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000303965	UGOseq_000303965|species=Solanum_tuberosum|gene=PGSC0003DMG400002824|protein=PGSC0003DMG400002824|orthogroup=OG0000273	Solanum_tuberosum	PGSC0003DMG400002824	PGSC0003DMG400002824	PGSC0003DMG400002824 species=Solanum_tuberosum selected_protein=PGSC0003DMT400007341 length=283	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000309058	UGOseq_000309058|species=Solanum_tuberosum|gene=PGSC0003DMG400009356|protein=PGSC0003DMG400009356|orthogroup=OG0003725	Solanum_tuberosum	PGSC0003DMG400009356	PGSC0003DMG400009356	PGSC0003DMG400009356 species=Solanum_tuberosum selected_protein=PGSC0003DMT400024215 length=406	OG0003725	10	NAC-like transcriptional regulator	Developmental_TF	Tier_B_no_new_lotus_ginger_support	1.0	0.867	Top validation-ready candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000313661	UGOseq_000313661|species=Solanum_tuberosum|gene=PGSC0003DMG400015269|protein=PGSC0003DMG400015269|orthogroup=OG0000863	Solanum_tuberosum	PGSC0003DMG400015269	PGSC0003DMG400015269	PGSC0003DMG400015269 species=Solanum_tuberosum selected_protein=PGSC0003DMT400039494 length=349	OG0000863	11	Early nodulin-like meristem/regrowth candidate	Meristem_bud_regrowth	Tier_A_supported_main_text_candidate	1.0	0.95	Top validation-ready candidate	Meristem and regrowth module	rhizome bud, root crown, or regrowth system	bud activation/regrowth-stage expression analysis followed by perturbation
UGOseq_000315420	UGOseq_000315420|species=Solanum_tuberosum|gene=PGSC0003DMG400017535|protein=PGSC0003DMG400017535|orthogroup=OG0000767	Solanum_tuberosum	PGSC0003DMG400017535	PGSC0003DMG400017535	PGSC0003DMG400017535 species=Solanum_tuberosum selected_protein=PGSC0003DMT400045204 length=694	OG0000767	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_supported_main_text_candidate	0.678	0.821	Strong validation candidate		developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
UGOseq_000316124	UGOseq_000316124|species=Solanum_tuberosum|gene=PGSC0003DMG400018435|protein=PGSC0003DMG400018435|orthogroup=OG0000273	Solanum_tuberosum	PGSC0003DMG400018435	PGSC0003DMG400018435	PGSC0003DMG400018435 species=Solanum_tuberosum selected_protein=PGSC0003DMT400047440 length=282	OG0000273	11	bHLH-like transcriptional regulator	Developmental_TF	Tier_A_plus_core_stable_with_lotus_or_ginger	0.678	0.821	Strong validation candidate	Developmental transcription-factor module	developmental transition system with clear underground-organ initiation stage	stage-specific expression analysis and targeted perturbation of transcription factor homologs
